# q1 [Angstrom]    q2 [Angstrom]
  -0.4243518075    2.7245311356
  -0.4478372447    2.8009504865
  -0.1750036901    2.2496831212
  -0.3284461282    2.5637970307
  -0.5147804744    2.9235479607
  -0.4190144500    2.7425916710
  -0.4352937035    2.7685279010
  -0.4348852640    2.7677244595
  -0.4350759018    2.7681709020
