# q1 [Angstrom]    q2 [Angstrom]
  -0.3936242095    2.6812504681
  -0.4595435595    2.8138801081
  -0.1863760038    2.2698476270
  -0.5142193901    2.9223902035
  -0.3523740295    2.6101510713
  -0.4518150329    2.8065988527
  -0.4420523987    2.7806303766
  -0.4425122010    2.7814288313
  -0.4434485757    2.7832622726
