1      3.202630000     -1.857443000     -0.759374000
8      2.642606000     -1.647359000      0.000051000
1      3.202592000     -1.857461000      0.759499000
1      1.781033000      0.167818000      0.000051000
8      0.971801000      0.705875000      0.000006000
1      1.256519000      1.663414000     -0.000009000
1     -0.239371000     -3.234079000      0.000018000
8      0.010730000     -2.302037000     -0.000030000
1      0.995504000     -2.284388000     -0.000002000
1      1.822682000      3.742537000      0.763422000
8      1.509126000      3.245035000     -0.000043000
1      1.823060000      3.742425000     -0.763425000
1     -4.093593000     -0.019379000     -0.000682000
8     -3.275582000      0.497436000      0.000058000
1     -3.589161000      1.412755000      0.000729000
80    -1.051567000     -0.273390000     -0.000028000
