1     -1.189283000     -1.293493000      0.323874000
8     -0.384725000     -1.750466000      0.000003000
1     -0.685683000     -2.462566000     -0.573217000
1     -3.196430000      0.001676000      0.369304000
8     -2.334483000      0.002063000      0.848864000
1     -2.587508000      0.003048000      1.779207000
1      0.713768000      0.784919000     -0.270528000
8      1.379054000     -0.000026000     -0.301782000
1      0.713012000     -0.784325000     -0.269898000
1     -0.683343000      2.464487000     -0.574800000
8     -0.383199000      1.752220000     -0.001364000
1     -1.188252000      1.296193000      0.322611000
1     -5.227773000      0.758338000     -0.629518000
8     -4.649320000     -0.002011000     -0.514772000
1     -5.228302000     -0.763086000     -0.621777000
80     3.477059000     -0.000971000     -0.005143000
