# q1 [Angstrom]    q2 [Angstrom]
  -0.9601800536    3.8694404414
  -0.4699401554    2.8889606451
  -0.5869539701    3.1072321159
  -0.9819376318    3.8971994393
   0.3526362485    2.6835150680
   0.3865744998    4.9709661895
   0.9529753421    3.8381645048
   0.5287809815    2.9937226411
  -0.4107254003    4.8727354046
  -0.4951109133    4.7498061224
   0.4531763742    2.8532315473
   0.4902398982    4.8093207523
  -0.3949836617    5.0711073794
  -0.4028447510    2.7627152719
   0.5664008423    3.0650155052
  -0.9395063818    3.8151734416
  -0.6061056915    3.1426016692
   0.9482872876    3.8434533739
   0.5173506819    2.9692013027
  -0.3770043788    2.7172235770
   0.3763052438    2.7180081590
   0.4274536114    2.8027938277
   0.5451242600    3.0227697471
   0.4196969395    2.7886092743
  -0.3810078080    2.7273760032
  -0.4397379135    2.8254834635
  -0.4477707718    2.8453157139
   0.9715477324    3.9334837420
   0.6389851274    4.5986089519
  -0.5412752239    4.9115649932
   0.4722239119    2.8845667217
   0.6119786295    3.1529740005
  -0.3325626050    2.6555134872
   0.4595670443    2.8609719399
   0.9567159449    3.8625539584
   0.4938123358    4.7883611766
   0.4837103705    2.9067867321
  -0.4629036091    2.8749292868
  -0.4828298549    2.9056944920
   1.0134991357    3.9671171694
  -0.3622087628    2.6954515201
   0.3653898289    2.6981911871
  -0.4881354628    2.9151977632
  -0.4643032262    2.8704549484
   0.3572223018    2.6873032866
   0.4634176493    2.8676189078
   0.4740354737    2.8889466030
  -0.5151057102    2.9650072502
  -0.9541361266    3.8430680829
  -0.8721774062    3.6675687806
   0.5743732885    4.8136270503
   1.0034970910    3.9553794452
   0.4876718302    2.9170993253
  -0.4390304164    4.8732795034
  -0.3575945437    2.6882961954
   0.4291238026    2.8066328682
   0.9905880780    3.9575823051
   0.6381116706    4.6625351200
   0.4424608205    2.8291085421
  -0.3524764074    2.6813589639
   0.4587725205    2.8601628899
  -0.3828954033    2.7243408418
   0.3829059370    2.7243639968
  -0.3828954635    2.7243415567
  -0.3828473659    2.7242779589
   0.3828947902    2.7243747672
  -0.3828876348    2.7243651569
  -0.7117187824    3.3495613279
  -0.9790861443    3.8842960518
  -0.4029032502    2.7598049473
   0.9845898993    3.9079127551
   0.4814051506    4.9142822524
   0.0107886174    5.8555153188
  -0.5475475807    4.5300290963
   0.3661532858    2.7026273632
  -0.2673673620    5.3077336165
  -0.5031847486    2.9451024539
  -0.9738012818    3.8863355203
   0.9137008665    3.7977225246
   0.4298667526    4.8665209630
   0.9473585712    3.8315373257
  -0.4140791510    5.0139753730
   0.5632953040    3.0592264629
  -0.4706165332    4.8927050176
   0.5174918186    2.9718038206
   0.9773744551    3.8873847650
  -0.3953181909    2.7462390294
  -0.3879776113    2.7352063728
  -0.3770755154    2.7158138298
   0.3698694109    2.7044310589
  -0.3760512267    2.7150097978
   0.3862697067    2.7312370161
  -0.9255607887    3.7903755470
  -0.4752389967    2.8897319630
   0.5331654937    3.0023384397
  -0.4746928995    5.0180552260
   0.9011316437    3.7378294827
   0.3742072636    4.7916782428
   0.4503217920    4.7408535404
  -1.0078583931    3.9517242386
  -0.5269243801    2.9894149555
  -0.9304522168    3.7989814199
  -0.4807476649    2.8995723161
   0.5555506671    3.0449888925
   0.8851372161    3.7073074673
   0.3789845221    4.7196128554
  -0.3858563957    2.7322684441
   0.3728099475    2.7081591273
  -0.3755760164    2.7140756143
   0.3793797044    2.7197159290
   0.4497045519    4.7604767497
  -0.5061526940    2.9493384231
  -0.3907711989    2.7375850071
   0.3847621585    2.7282840769
  -0.3863117635    2.7296353842
   0.3842984613    2.7272142388
   0.3858214032    2.7295274220
  -0.3869549232    2.7320700647
  -0.3865999454    2.7306344671
   0.3877341898    2.7331081323
  -0.3879543977    2.7334910487
   0.3867291109    2.7319340025
  -0.3842567286    2.7274044514
  -0.3854092410    2.7285350277
  -0.6059613871    3.1430400048
  -0.5004674088    2.9402236427
  -0.8402280780    3.6197449809
  -1.0139609931    3.9672108112
   0.4740763554    4.8066444425
   0.9544308011    3.8459355510
   0.3814248510    2.7265378118
  -0.3397606691    4.6206797986
  -0.5134935843    4.9681456289
  -0.4901382814    2.9206586627
  -0.8529520643    3.6462862286
  -0.5724041740    3.0781824186
   0.4803544457    2.8977828403
   0.4325327707    4.7743358348
   0.9255876432    3.7882260897
  -0.3628137829    4.6265627914
  -0.3739802580    2.7131731121
   0.4930548725    2.9231605483
  -0.1737329152    5.6476669672
  -0.3865316753    2.7319439373
   0.3861931840    2.7317097199
   0.3778977827    2.7190424549
   0.4629120702    2.8671278246
  -0.4583734115    4.7096987881
   0.4757989738    4.8948342908
   0.9765884990    3.8932552403
  -0.3676317739    4.9738675650
   0.5765662088    3.0854715995
  -0.9212854817    3.7838746476
   0.5007895252    2.9416572928
   0.9441979828    3.8207351473
   0.3789077934    2.7217210690
  -0.4528099252    2.8507898842
  -0.9939712736    3.9331125810
   0.4730037350    2.8840304926
  -0.5411613484    4.8387324314
  -0.4662843072    2.8779358650
   0.9634262812    3.9154038697
   0.6469171040    4.5484222243
   0.0036634797    5.8349294729
  -0.3165091773    2.6215696618
  -0.9597628016    3.9080769104
   0.4636321062    2.8730696122
  -0.6432536243    4.5410952649
  -0.4755657587    2.8894613536
   0.9828404132    3.9120988779
   0.5426586336    4.7924624370
  -0.4401817796    2.8267816106
  -0.4069861331    2.7696944236
   0.4068169043    2.7673064964
  -0.4772081715    2.8964233854
  -0.9097667329    3.7615405081
  -0.4129400133    2.7797133114
   0.9281209574    3.7981327932
   0.4582677554    4.7378391972
  -0.4371981781    4.7145686941
   0.4741494287    2.8918734805
  -0.4074077995    2.7685450574
  -0.4325585613    4.7159568511
  -0.4698532020    2.8815972824
   0.9113476068    3.7662698367
  -0.4793382083    2.9012299136
  -0.9722007840    3.8869550650
   0.4846451498    2.9107235942
  -0.9788894930    3.9322147718
  -0.3654490689    2.7053339235
   0.5110602806    2.9573208728
  -0.4168061932    4.8130538203
  -0.3596836222    4.4597274974
  -0.5534935388    4.8473473306
   0.4485825712    2.8431951106
  -0.5613796269    4.8631195067
  -0.9278664738    3.7909332592
  -0.1938099166    5.5667145750
   0.8082661934    3.5625623550
  -0.2016960047    5.5824867512
   0.6564007754    3.2427257420
  -0.4858357777    2.9088089514
   1.0020761100    3.9501821882
  -0.0078860881    5.9701065844
   0.5077931491    2.9539955409
  -0.4928625757    4.8456314817
   0.6134404241    4.6631129096
  -1.0099621981    3.9659543644
  -0.4374359966    2.8235391574
   0.2398040329    5.4334234349
   0.9897512060    3.9335290888
   0.5668887605    4.7792539798
   0.1380731040    5.6368852929
   0.4227483960    2.7962075198
  -0.9651632802    3.8669293207
  -0.4904489274    2.9175006151
   0.7381811977    3.4039427403
   0.7499471731    3.4539210229
   0.3270847276    4.2996459139
  -0.1017309290    5.1572772270
   0.4747143528    4.8478271755
  -0.4228624455    2.7997515678
  -0.8516781020    3.6573828808
   0.9832580790    3.9014249641
   0.4554285755    4.9570839712
