# distance [Angstrom]   occurrence (total=88)
1.500000                            0
1.600000                            0
1.700000                            0
1.800000                            0
1.900000                            0
2.000000                            0
2.100000                            0
2.200000                            0
2.300000                            0
2.400000                            9
2.500000                            6
2.600000                            6
2.700000                            0
2.800000                            0
2.900000                            3
3.000000                            1
3.100000                            4
3.200000                            2
3.300000                            4
3.400000                            1
3.500000                            1
3.600000                            2
3.700000                            1
3.800000                            1
3.900000                            3
4.000000                            4
4.100000                            3
4.200000                            3
4.300000                            3
4.400000                            4
4.500000                            0
4.600000                            3
4.700000                            1
4.800000                            0
4.900000                            0
5.000000                            0
5.100000                            1
5.200000                            0
5.300000                            1
5.400000                            0
5.500000                            2
5.600000                            6
5.700000                            2
5.800000                            5
5.900000                            2
6.000000                            2
6.100000                            2
6.200000                            0
6.300000                            0
6.400000                            0
6.500000                            0
6.600000                            0
6.700000                            0
6.800000                            0
6.900000                            0
