# distance [Angstrom]   occurrence (total=953)
0.800000                            0
0.850000                            0
0.900000                            0
0.950000                          221
1.000000                           67
1.050000                            0
1.100000                            0
1.150000                            0
1.200000                            0
1.250000                            0
1.300000                            0
1.350000                            0
1.400000                            0
1.450000                            0
1.500000                            0
1.550000                            0
1.600000                            0
1.650000                            2
1.700000                           12
1.750000                           40
1.800000                           13
1.850000                           14
1.900000                           27
1.950000                           26
2.000000                           15
2.050000                           10
2.100000                            6
2.150000                            2
2.200000                            3
2.250000                            0
2.300000                            1
2.350000                            0
2.400000                            1
2.450000                            1
2.500000                            1
2.550000                            0
2.600000                            1
2.650000                            1
2.700000                            4
2.750000                            2
2.800000                           19
2.850000                           16
2.900000                           19
2.950000                           10
3.000000                           16
3.050000                           30
3.100000                           47
3.150000                           54
3.200000                           37
3.250000                           36
3.300000                           56
3.350000                           50
3.400000                           49
3.450000                           44
