# distance [Angstrom]   occurrence (total=419)
0.800000                            0
0.850000                            0
0.900000                            0
0.950000                          118
1.000000                           41
1.050000                           18
1.100000                           15
1.150000                            0
1.200000                            0
1.250000                            0
1.300000                            0
1.350000                           12
1.400000                            5
1.450000                           14
1.500000                            1
1.550000                            2
1.600000                            3
1.650000                            2
1.700000                            0
1.750000                            2
1.800000                            1
1.850000                            0
1.900000                            2
1.950000                            0
2.000000                            1
2.050000                            0
2.100000                            2
2.150000                            0
2.200000                            1
2.250000                            0
2.300000                            0
2.350000                            0
2.400000                            1
2.450000                            0
2.500000                            0
2.550000                            0
2.600000                            0
2.650000                            0
2.700000                            0
2.750000                            6
2.800000                            0
2.850000                            6
2.900000                            8
2.950000                           10
3.000000                           24
3.050000                           26
3.100000                           31
3.150000                           24
3.200000                            7
3.250000                           11
3.300000                           10
3.350000                            3
3.400000                            7
3.450000                            5
