# distance [Angstrom]   occurrence (total=358)
1.500000                            0
1.600000                            0
1.700000                            0
1.800000                            0
1.900000                            0
2.000000                            0
2.100000                            0
2.200000                            0
2.300000                            0
2.400000                            0
2.500000                            0
2.600000                            2
2.700000                           60
2.800000                           60
2.900000                           46
3.000000                            4
3.100000                            1
3.200000                            1
3.300000                            0
3.400000                            1
3.500000                            7
3.600000                            1
3.700000                            2
3.800000                            8
3.900000                           15
4.000000                           10
4.100000                            5
4.200000                            6
4.300000                           11
4.400000                           14
4.500000                           10
4.600000                           11
4.700000                           15
4.800000                            5
4.900000                            9
5.000000                            8
5.100000                            5
5.200000                            6
5.300000                            5
5.400000                            9
5.500000                            2
5.600000                            2
5.700000                            3
5.800000                            1
5.900000                            0
6.000000                            1
6.100000                            1
6.200000                            3
6.300000                            2
6.400000                            1
6.500000                            2
6.600000                            0
6.700000                            0
6.800000                            3
6.900000                            0
