# distance [Angstrom]   occurrence (total=203)
0.800000                            0
0.850000                            0
0.900000                            0
0.950000                           27
1.000000                           57
1.050000                            5
1.100000                            3
1.150000                            6
1.200000                            4
1.250000                            0
1.300000                            7
1.350000                            2
1.400000                            4
1.450000                            0
1.500000                            0
1.550000                            1
1.600000                            3
1.650000                            2
1.700000                            0
1.750000                            0
1.800000                            0
1.850000                            0
1.900000                            0
1.950000                            0
2.000000                            1
2.050000                            0
2.100000                            1
2.150000                            0
2.200000                            0
2.250000                            0
2.300000                            0
2.350000                            0
2.400000                            0
2.450000                            0
2.500000                            0
2.550000                            0
2.600000                            1
2.650000                            0
2.700000                            1
2.750000                            0
2.800000                            1
2.850000                            1
2.900000                            2
2.950000                            9
3.000000                           16
3.050000                           15
3.100000                            6
3.150000                           11
3.200000                            3
3.250000                            6
3.300000                            2
3.350000                            3
3.400000                            1
3.450000                            2
