# distance [Angstrom]   occurrence (total=207)
1.500000                            0
1.600000                            0
1.700000                            0
1.800000                            0
1.900000                            0
2.000000                            0
2.100000                            0
2.200000                            0
2.300000                            0
2.400000                            5
2.500000                           26
2.600000                            8
2.700000                            2
2.800000                            3
2.900000                            4
3.000000                            6
3.100000                           14
3.200000                            6
3.300000                            1
3.400000                            7
3.500000                            3
3.600000                            2
3.700000                           12
3.800000                            1
3.900000                            5
4.000000                            5
4.100000                            7
4.200000                            4
4.300000                            7
4.400000                            7
4.500000                            3
4.600000                            1
4.700000                            1
4.800000                            9
4.900000                            1
5.000000                            1
5.100000                            1
5.200000                            0
5.300000                            2
5.400000                            1
5.500000                            5
5.600000                            9
5.700000                           12
5.800000                            7
5.900000                            4
6.000000                            1
6.100000                            3
6.200000                            1
6.300000                            2
6.400000                            2
6.500000                            1
6.600000                            0
6.700000                            1
6.800000                            2
6.900000                            2
