# distance [Angstrom]   occurrence (total=118)
1.500000                            0
1.600000                            0
1.700000                            0
1.800000                            0
1.900000                            0
2.000000                            0
2.100000                            0
2.200000                            0
2.300000                            0
2.400000                            0
2.500000                            0
2.600000                            0
2.700000                           18
2.800000                           22
2.900000                           22
3.000000                            5
3.100000                            0
3.200000                            0
3.300000                            0
3.400000                            0
3.500000                            2
3.600000                            1
3.700000                            0
3.800000                            2
3.900000                            5
4.000000                            1
4.100000                            0
4.200000                            1
4.300000                            3
4.400000                            6
4.500000                            2
4.600000                            1
4.700000                            1
4.800000                            1
4.900000                            1
5.000000                            4
5.100000                            6
5.200000                            4
5.300000                            2
5.400000                            4
5.500000                            0
5.600000                            0
5.700000                            0
5.800000                            0
5.900000                            0
6.000000                            0
6.100000                            1
6.200000                            1
6.300000                            0
6.400000                            0
6.500000                            0
6.600000                            0
6.700000                            1
6.800000                            1
6.900000                            0
