# Angle [degrees]   occurrence (total=4)
53.329628                            0
53.429683                            0
53.529739                            0
53.629794                            0
53.729850                            0
53.829906                            0
53.929961                            0
54.030017                            0
54.130072                            0
54.230128                            0
54.330183                            0
54.430239                            0
54.530295                            0
54.630350                            0
54.730406                            0
54.830461                            0
54.930517                            0
55.030573                            0
55.130628                            0
55.230684                            0
55.330739                            0
55.430795                            0
55.530850                            0
55.630906                            0
55.730962                            0
55.831017                            0
55.931073                            0
56.031128                            0
56.131184                            0
56.231240                            0
56.331295                            0
56.431351                            0
56.531406                            0
56.631462                            0
56.731518                            0
56.831573                            0
56.931629                            0
57.031684                            0
57.131740                            0
57.231795                            0
57.331851                            0
57.431907                            0
57.531962                            0
57.632018                            0
57.732073                            0
57.832129                            0
57.932185                            0
58.032240                            0
58.132296                            0
58.232351                            0
58.332407                            0
58.432462                            0
58.532518                            0
58.632574                            0
58.732629                            0
58.832685                            0
58.932740                            0
59.032796                            0
59.132852                            0
59.232907                            0
59.332963                            0
59.433018                            0
59.533074                            0
59.633130                            0
59.733185                            0
59.833241                            0
59.933296                            0
60.033352                            0
60.133407                            0
60.233463                            0
60.333519                            0
60.433574                            0
60.533630                            0
60.633685                            0
60.733741                            0
60.833797                            0
60.933852                            0
61.033908                            0
61.133963                            0
61.234019                            0
61.334074                            0
61.434130                            0
61.534186                            0
61.634241                            0
61.734297                            0
61.834352                            0
61.934408                            0
62.034464                            0
62.134519                            0
62.234575                            0
62.334630                            0
62.434686                            0
62.534742                            0
62.634797                            0
62.734853                            0
62.834908                            0
62.934964                            0
63.035019                            0
63.135075                            0
63.235131                            0
63.335186                            0
63.435242                            0
63.535297                            0
63.635353                            0
63.735409                            0
63.835464                            0
63.935520                            0
64.035575                            0
64.135631                            0
64.235686                            0
64.335742                            0
64.435798                            0
64.535853                            0
64.635909                            0
64.735964                            0
64.836020                            0
64.936076                            0
65.036131                            0
65.136187                            0
65.236242                            0
65.336298                            0
65.436354                            0
65.536409                            0
65.636465                            0
65.736520                            0
65.836576                            0
65.936631                            0
66.036687                            0
66.136743                            0
66.236798                            0
66.336854                            0
66.436909                            0
66.536965                            0
66.637021                            0
66.737076                            0
66.837132                            0
66.937187                            0
67.037243                            0
67.137298                            0
67.237354                            0
67.337410                            0
67.437465                            0
67.537521                            0
67.637576                            0
67.737632                            0
67.837688                            0
67.937743                            0
68.037799                            0
68.137854                            0
68.237910                            0
68.337966                            0
68.438021                            0
68.538077                            0
68.638132                            0
68.738188                            0
68.838243                            0
68.938299                            0
69.038355                            0
69.138410                            0
69.238466                            0
69.338521                            0
69.438577                            0
69.538633                            0
69.638688                            0
69.738744                            0
69.838799                            0
69.938855                            0
70.038911                            0
70.138966                            0
70.239022                            0
70.339077                            0
70.439133                            0
70.539188                            0
70.639244                            0
70.739300                            0
70.839355                            0
70.939411                            0
71.039466                            0
71.139522                            0
71.239578                            0
71.339633                            0
71.439689                            0
71.539744                            0
71.639800                            0
71.739855                            0
71.839911                            0
71.939967                            0
72.040022                            0
72.140078                            0
72.240133                            0
72.340189                            0
72.440245                            0
72.540300                            0
72.640356                            0
72.740411                            0
72.840467                            0
72.940523                            0
73.040578                            0
73.140634                            0
73.240689                            0
73.340745                            0
73.440800                            0
73.540856                            0
73.640912                            0
73.740967                            0
73.841023                            0
73.941078                            0
74.041134                            0
74.141190                            0
74.241245                            0
74.341301                            0
74.441356                            0
74.541412                            0
74.641467                            0
74.741523                            0
74.841579                            0
74.941634                            0
75.041690                            0
75.141745                            0
75.241801                            0
75.341857                            0
75.441912                            0
75.541968                            0
75.642023                            0
75.742079                            0
75.842135                            0
75.942190                            0
76.042246                            0
76.142301                            0
76.242357                            0
76.342412                            0
76.442468                            0
76.542524                            0
76.642579                            0
76.742635                            0
76.842690                            0
76.942746                            0
77.042802                            0
77.142857                            0
77.242913                            0
77.342968                            0
77.443024                            0
77.543079                            0
77.643135                            0
77.743191                            0
77.843246                            0
77.943302                            0
78.043357                            0
78.143413                            0
78.243469                            0
78.343524                            0
78.443580                            0
78.543635                            0
78.643691                            0
78.743747                            0
78.843802                            0
78.943858                            0
79.043913                            0
79.143969                            0
79.244024                            0
79.344080                            0
79.444136                            0
79.544191                            0
79.644247                            0
79.744302                            0
79.844358                            0
79.944414                            0
80.044469                            0
80.144525                            0
80.244580                            0
80.344636                            0
80.444691                            0
80.544747                            0
80.644803                            0
80.744858                            0
80.844914                            0
80.944969                            0
81.045025                            0
81.145081                            0
81.245136                            0
81.345192                            0
81.445247                            0
81.545303                            0
81.645359                            0
81.745414                            0
81.845470                            0
81.945525                            0
82.045581                            0
82.145636                            0
82.245692                            0
82.345748                            0
82.445803                            0
82.545859                            0
82.645914                            0
82.745970                            0
82.846026                            0
82.946081                            0
83.046137                            0
83.146192                            0
83.246248                            0
83.346304                            0
83.446359                            0
83.546415                            0
83.646470                            0
83.746526                            0
83.846581                            0
83.946637                            0
84.046693                            0
84.146748                            0
84.246804                            0
84.346859                            0
84.446915                            0
84.546971                            0
84.647026                            0
84.747082                            0
84.847137                            0
84.947193                            0
85.047248                            0
85.147304                            0
85.247360                            0
85.347415                            0
85.447471                            0
85.547526                            0
85.647582                            0
85.747638                            0
85.847693                            0
85.947749                            0
86.047804                            0
86.147860                            0
86.247916                            0
86.347971                            0
86.448027                            0
86.548082                            0
86.648138                            0
86.748193                            0
86.848249                            0
86.948305                            0
87.048360                            0
87.148416                            0
87.248471                            0
87.348527                            0
87.448583                            0
87.548638                            0
87.648694                            0
87.748749                            0
87.848805                            0
87.948860                            0
88.048916                            0
88.148972                            0
88.249027                            0
88.349083                            0
88.449138                            0
88.549194                            0
88.649250                            0
88.749305                            0
88.849361                            0
88.949416                            0
89.049472                            0
89.149528                            0
89.249583                            0
89.349639                            0
89.449694                            0
89.549750                            0
89.649805                            0
89.749861                            0
89.849917                            0
89.949972                            0
90.050028                            0
90.150083                            0
90.250139                            0
90.350195                            0
90.450250                            0
90.550306                            0
90.650361                            0
90.750417                            0
90.850472                            0
90.950528                            0
91.050584                            0
91.150639                            0
91.250695                            0
91.350750                            0
91.450806                            0
91.550862                            0
91.650917                            0
91.750973                            0
91.851028                            0
91.951084                            0
92.051140                            0
92.151195                            0
92.251251                            0
92.351306                            0
92.451362                            0
92.551417                            0
92.651473                            0
92.751529                            0
92.851584                            0
92.951640                            0
93.051695                            0
93.151751                            0
93.251807                            0
93.351862                            0
93.451918                            0
93.551973                            0
93.652029                            0
93.752084                            0
93.852140                            0
93.952196                            0
94.052251                            0
94.152307                            0
94.252362                            0
94.352418                            0
94.452474                            0
94.552529                            0
94.652585                            0
94.752640                            0
94.852696                            0
94.952752                            0
95.052807                            0
95.152863                            0
95.252918                            0
95.352974                            0
95.453029                            0
95.553085                            0
95.653141                            0
95.753196                            0
95.853252                            0
95.953307                            0
96.053363                            0
96.153419                            0
96.253474                            0
96.353530                            0
96.453585                            0
96.553641                            0
96.653696                            0
96.753752                            0
96.853808                            0
96.953863                            0
97.053919                            0
97.153974                            0
97.254030                            0
97.354086                            0
97.454141                            0
97.554197                            0
97.654252                            0
97.754308                            0
97.854364                            0
97.954419                            0
98.054475                            0
98.154530                            0
98.254586                            0
98.354641                            0
98.454697                            0
98.554753                            0
98.654808                            0
98.754864                            0
98.854919                            0
98.954975                            0
99.055031                            0
99.155086                            0
99.255142                            0
99.355197                            0
99.455253                            0
99.555309                            0
99.655364                            0
99.755420                            0
99.855475                            0
99.955531                            0
100.055586                            0
100.155642                            0
100.255698                            0
100.355753                            0
100.455809                            0
100.555864                            0
100.655920                            0
100.755976                            0
100.856031                            0
100.956087                            0
101.056142                            0
101.156198                            0
101.256253                            0
101.356309                            0
101.456365                            0
101.556420                            0
101.656476                            0
101.756531                            0
101.856587                            0
101.956643                            0
102.056698                            0
102.156754                            0
102.256809                            0
102.356865                            0
102.456921                            0
102.556976                            0
102.657032                            0
102.757087                            0
102.857143                            0
102.957198                            0
103.057254                            0
103.157310                            0
103.257365                            0
103.357421                            0
103.457476                            0
103.557532                            0
103.657588                            0
103.757643                            0
103.857699                            0
103.957754                            0
104.057810                            0
104.157865                            0
104.257921                            0
104.357977                            0
104.458032                            0
104.558088                            0
104.658143                            0
104.758199                            0
104.858255                            0
104.958310                            0
105.058366                            0
105.158421                            0
105.258477                            0
105.358533                            0
105.458588                            0
105.558644                            0
105.658699                            0
105.758755                            0
105.858810                            0
105.958866                            0
106.058922                            0
106.158977                            0
106.259033                            0
106.359088                            0
106.459144                            0
106.559200                            0
106.659255                            0
106.759311                            0
106.859366                            0
106.959422                            0
107.059477                            0
107.159533                            0
107.259589                            0
107.359644                            0
107.459700                            0
107.559755                            0
107.659811                            0
107.759867                            0
107.859922                            0
107.959978                            0
108.060033                            0
108.160089                            0
108.260145                            0
108.360200                            0
108.460256                            0
108.560311                            0
108.660367                            0
108.760422                            0
108.860478                            0
108.960534                            0
109.060589                            0
109.160645                            0
109.260700                            0
109.360756                            0
109.460812                            0
109.560867                            0
109.660923                            0
109.760978                            0
109.861034                            0
109.961089                            0
110.061145                            0
110.161201                            0
110.261256                            0
110.361312                            0
110.461367                            0
110.561423                            0
110.661479                            0
110.761534                            0
110.861590                            0
110.961645                            0
111.061701                            0
111.161757                            0
111.261812                            0
111.361868                            0
111.461923                            0
111.561979                            0
111.662034                            0
111.762090                            0
111.862146                            0
111.962201                            0
112.062257                            0
112.162312                            0
112.262368                            0
112.362424                            0
112.462479                            0
112.562535                            0
112.662590                            0
112.762646                            0
112.862702                            0
112.962757                            0
113.062813                            0
113.162868                            0
113.262924                            0
113.362979                            0
113.463035                            0
113.563091                            0
113.663146                            0
113.763202                            0
113.863257                            0
113.963313                            0
114.063369                            0
114.163424                            0
114.263480                            0
114.363535                            0
114.463591                            0
114.563646                            0
114.663702                            0
114.763758                            0
114.863813                            0
114.963869                            0
115.063924                            0
115.163980                            0
115.264036                            0
115.364091                            0
115.464147                            0
115.564202                            0
115.664258                            0
115.764314                            0
115.864369                            0
115.964425                            0
116.064480                            0
116.164536                            0
116.264591                            0
116.364647                            0
116.464703                            0
116.564758                            0
116.664814                            0
116.764869                            0
116.864925                            0
116.964981                            0
117.065036                            0
117.165092                            0
117.265147                            0
117.365203                            0
117.465258                            0
117.565314                            0
117.665370                            0
117.765425                            0
117.865481                            0
117.965536                            0
118.065592                            0
118.165648                            0
118.265703                            0
118.365759                            0
118.465814                            0
118.565870                            0
118.665926                            0
118.765981                            0
118.866037                            0
118.966092                            0
119.066148                            0
119.166203                            0
119.266259                            0
119.366315                            0
119.466370                            0
119.566426                            0
119.666481                            0
119.766537                            0
119.866593                            0
119.966648                            0
120.066704                            0
120.166759                            0
120.266815                            0
120.366870                            0
120.466926                            0
120.566982                            0
120.667037                            0
120.767093                            0
120.867148                            0
120.967204                            0
121.067260                            0
121.167315                            0
121.267371                            0
121.367426                            0
121.467482                            0
121.567538                            0
121.667593                            0
121.767649                            0
121.867704                            0
121.967760                            0
122.067815                            0
122.167871                            2
122.267927                            0
122.367982                            2
122.468038                            0
122.568093                            0
122.668149                            0
122.768205                            0
122.868260                            0
122.968316                            0
123.068371                            0
123.168427                            0
123.268482                            0
123.368538                            0
123.468594                            0
123.568649                            0
123.668705                            0
123.768760                            0
123.868816                            0
123.968872                            0
124.068927                            0
124.168983                            0
124.269038                            0
124.369094                            0
124.469150                            0
124.569205                            0
124.669261                            0
124.769316                            0
124.869372                            0
124.969427                            0
125.069483                            0
125.169539                            0
125.269594                            0
125.369650                            0
125.469705                            0
125.569761                            0
125.669817                            0
125.769872                            0
125.869928                            0
125.969983                            0
126.070039                            0
126.170094                            0
126.270150                            0
126.370206                            0
126.470261                            0
126.570317                            0
126.670372                            0
126.770428                            0
126.870484                            0
126.970539                            0
127.070595                            0
127.170650                            0
127.270706                            0
127.370762                            0
127.470817                            0
127.570873                            0
127.670928                            0
127.770984                            0
127.871039                            0
127.971095                            0
128.071151                            0
128.171206                            0
128.271262                            0
128.371317                            0
128.471373                            0
128.571429                            0
128.671484                            0
128.771540                            0
128.871595                            0
128.971651                            0
129.071707                            0
129.171762                            0
129.271818                            0
129.371873                            0
129.471929                            0
129.571984                            0
129.672040                            0
129.772096                            0
129.872151                            0
129.972207                            0
130.072262                            0
130.172318                            0
130.272374                            0
130.372429                            0
130.472485                            0
130.572540                            0
130.672596                            0
130.772651                            0
130.872707                            0
130.972763                            0
131.072818                            0
131.172874                            0
131.272929                            0
131.372985                            0
131.473041                            0
131.573096                            0
131.673152                            0
131.773207                            0
131.873263                            0
131.973319                            0
132.073374                            0
132.173430                            0
132.273485                            0
132.373541                            0
132.473596                            0
132.573652                            0
132.673708                            0
132.773763                            0
132.873819                            0
132.973874                            0
133.073930                            0
133.173986                            0
133.274041                            0
133.374097                            0
133.474152                            0
133.574208                            0
133.674263                            0
133.774319                            0
133.874375                            0
133.974430                            0
134.074486                            0
134.174541                            0
134.274597                            0
134.374653                            0
134.474708                            0
134.574764                            0
134.674819                            0
134.774875                            0
134.874931                            0
134.974986                            0
135.075042                            0
135.175097                            0
135.275153                            0
135.375208                            0
135.475264                            0
135.575320                            0
135.675375                            0
135.775431                            0
135.875486                            0
135.975542                            0
136.075598                            0
136.175653                            0
136.275709                            0
136.375764                            0
136.475820                            0
136.575875                            0
136.675931                            0
136.775987                            0
136.876042                            0
136.976098                            0
137.076153                            0
137.176209                            0
137.276265                            0
137.376320                            0
137.476376                            0
137.576431                            0
137.676487                            0
137.776543                            0
137.876598                            0
137.976654                            0
138.076709                            0
138.176765                            0
138.276820                            0
138.376876                            0
138.476932                            0
138.576987                            0
138.677043                            0
138.777098                            0
138.877154                            0
138.977210                            0
139.077265                            0
139.177321                            0
139.277376                            0
139.377432                            0
139.477487                            0
139.577543                            0
139.677599                            0
139.777654                            0
139.877710                            0
139.977765                            0
140.077821                            0
140.177877                            0
140.277932                            0
140.377988                            0
140.478043                            0
140.578099                            0
140.678155                            0
140.778210                            0
140.878266                            0
140.978321                            0
141.078377                            0
141.178432                            0
141.278488                            0
141.378544                            0
141.478599                            0
141.578655                            0
141.678710                            0
141.778766                            0
141.878822                            0
141.978877                            0
142.078933                            0
142.178988                            0
142.279044                            0
142.379099                            0
142.479155                            0
142.579211                            0
142.679266                            0
142.779322                            0
142.879377                            0
142.979433                            0
143.079489                            0
143.179544                            0
143.279600                            0
143.379655                            0
143.479711                            0
143.579767                            0
143.679822                            0
143.779878                            0
143.879933                            0
143.979989                            0
144.080044                            0
144.180100                            0
144.280156                            0
144.380211                            0
144.480267                            0
144.580322                            0
144.680378                            0
144.780434                            0
144.880489                            0
144.980545                            0
145.080600                            0
145.180656                            0
145.280712                            0
145.380767                            0
145.480823                            0
145.580878                            0
145.680934                            0
145.780989                            0
145.881045                            0
145.981101                            0
146.081156                            0
146.181212                            0
146.281267                            0
146.381323                            0
146.481379                            0
146.581434                            0
146.681490                            0
146.781545                            0
146.881601                            0
146.981656                            0
147.081712                            0
147.181768                            0
147.281823                            0
147.381879                            0
147.481934                            0
147.581990                            0
147.682046                            0
147.782101                            0
147.882157                            0
147.982212                            0
148.082268                            0
148.182324                            0
148.282379                            0
148.382435                            0
148.482490                            0
148.582546                            0
148.682601                            0
148.782657                            0
148.882713                            0
148.982768                            0
149.082824                            0
149.182879                            0
149.282935                            0
149.382991                            0
149.483046                            0
149.583102                            0
149.683157                            0
149.783213                            0
149.883268                            0
149.983324                            0
150.083380                            0
150.183435                            0
150.283491                            0
150.383546                            0
150.483602                            0
150.583658                            0
150.683713                            0
150.783769                            0
150.883824                            0
150.983880                            0
151.083936                            0
151.183991                            0
151.284047                            0
151.384102                            0
151.484158                            0
151.584213                            0
151.684269                            0
151.784325                            0
151.884380                            0
151.984436                            0
152.084491                            0
152.184547                            0
152.284603                            0
152.384658                            0
152.484714                            0
152.584769                            0
152.684825                            0
152.784880                            0
152.884936                            0
152.984992                            0
153.085047                            0
153.185103                            0
153.285158                            0
153.385214                            0
153.485270                            0
153.585325                            0
153.685381                            0
153.785436                            0
153.885492                            0
153.985548                            0
154.085603                            0
154.185659                            0
154.285714                            0
154.385770                            0
154.485825                            0
154.585881                            0
154.685937                            0
154.785992                            0
154.886048                            0
154.986103                            0
155.086159                            0
155.186215                            0
155.286270                            0
155.386326                            0
155.486381                            0
155.586437                            0
155.686492                            0
155.786548                            0
155.886604                            0
155.986659                            0
156.086715                            0
156.186770                            0
156.286826                            0
156.386882                            0
156.486937                            0
156.586993                            0
156.687048                            0
156.787104                            0
156.887160                            0
156.987215                            0
157.087271                            0
157.187326                            0
157.287382                            0
157.387437                            0
157.487493                            0
157.587549                            0
157.687604                            0
157.787660                            0
157.887715                            0
157.987771                            0
158.087827                            0
158.187882                            0
158.287938                            0
158.387993                            0
158.488049                            0
158.588105                            0
158.688160                            0
158.788216                            0
158.888271                            0
158.988327                            0
159.088382                            0
159.188438                            0
159.288494                            0
159.388549                            0
159.488605                            0
159.588660                            0
159.688716                            0
159.788772                            0
159.888827                            0
159.988883                            0
160.088938                            0
160.188994                            0
160.289049                            0
160.389105                            0
160.489161                            0
160.589216                            0
160.689272                            0
160.789327                            0
160.889383                            0
160.989439                            0
161.089494                            0
161.189550                            0
161.289605                            0
161.389661                            0
161.489717                            0
161.589772                            0
161.689828                            0
161.789883                            0
161.889939                            0
161.989994                            0
162.090050                            0
162.190106                            0
162.290161                            0
162.390217                            0
162.490272                            0
162.590328                            0
162.690384                            0
162.790439                            0
162.890495                            0
162.990550                            0
163.090606                            0
163.190661                            0
163.290717                            0
163.390773                            0
163.490828                            0
163.590884                            0
163.690939                            0
163.790995                            0
163.891051                            0
163.991106                            0
164.091162                            0
164.191217                            0
164.291273                            0
164.391329                            0
164.491384                            0
164.591440                            0
164.691495                            0
164.791551                            0
164.891606                            0
164.991662                            0
165.091718                            0
165.191773                            0
165.291829                            0
165.391884                            0
165.491940                            0
165.591996                            0
165.692051                            0
165.792107                            0
165.892162                            0
165.992218                            0
166.092273                            0
166.192329                            0
166.292385                            0
166.392440                            0
166.492496                            0
166.592551                            0
166.692607                            0
166.792663                            0
166.892718                            0
166.992774                            0
167.092829                            0
167.192885                            0
167.292941                            0
167.392996                            0
167.493052                            0
167.593107                            0
167.693163                            0
167.793218                            0
167.893274                            0
167.993330                            0
168.093385                            0
168.193441                            0
168.293496                            0
168.393552                            0
168.493608                            0
168.593663                            0
168.693719                            0
168.793774                            0
168.893830                            0
168.993885                            0
169.093941                            0
169.193997                            0
169.294052                            0
169.394108                            0
169.494163                            0
169.594219                            0
169.694275                            0
169.794330                            0
169.894386                            0
169.994441                            0
170.094497                            0
170.194553                            0
170.294608                            0
170.394664                            0
170.494719                            0
170.594775                            0
170.694830                            0
170.794886                            0
170.894942                            0
170.994997                            0
171.095053                            0
171.195108                            0
171.295164                            0
171.395220                            0
171.495275                            0
171.595331                            0
171.695386                            0
171.795442                            0
171.895497                            0
171.995553                            0
172.095609                            0
172.195664                            0
172.295720                            0
172.395775                            0
172.495831                            0
172.595887                            0
172.695942                            0
172.795998                            0
172.896053                            0
172.996109                            0
173.096165                            0
173.196220                            0
173.296276                            0
173.396331                            0
173.496387                            0
173.596442                            0
173.696498                            0
173.796554                            0
173.896609                            0
173.996665                            0
174.096720                            0
174.196776                            0
